사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
20-Oct,경강선,244,신둔도예촌,1,0,501,110,"1,567",425,"3,777","1,736","3,140","3,457","1,968","1,611","1,712",992,"1,637","1,167","1,634","1,323","1,600","1,143","1,480","1,101","1,529","1,345","2,365","1,770","3,883","2,231","3,364","2,775","1,303","3,143",837,"1,911",690,"1,884",299,"1,465",103,"1,308",0,0,0,0,0,0,0,0
20-Oct,경강선,245,이천,7,0,664,40,"1,999","1,068","5,703","4,462","5,464","6,219","4,007","4,161","3,869","2,731","3,936","3,776","3,827","3,618","3,994","3,898","3,704","3,719","4,216","3,926","5,223","4,473","5,526","5,306","6,544","6,861","3,689","5,780","2,771","4,796","2,220","2,764","1,091","3,527",478,"1,794",0,311,0,0,0,0,0,0
20-Oct,경강선,246,부발,2,0,724,41,"1,648","1,260","3,948","4,556","3,720","5,089","2,623","2,111","2,204","1,619","2,543","1,829","2,813","1,812","2,400","1,941","2,546","1,911","3,064","2,037","3,552","2,448","6,212","3,321","6,022","3,529","2,310","4,195","1,978","3,322","1,348","2,603",751,"2,804",298,"1,956",8,"1,030",0,0,0,0,0,0
20-Oct,경강선,247,세종대왕릉,0,0,155,3,437,60,805,571,623,643,517,492,490,645,485,923,482,705,522,486,638,634,766,542,894,554,841,562,733,490,285,812,170,286,90,363,35,225,6,219,0,84,0,0,0,0,0,0
20-Oct,경강선,248,여주,2,0,950,3,"2,429",417,"4,309","2,526","3,973","4,416","3,146","5,238","3,337","3,438","3,270","3,833","3,734","4,304","4,109","3,529","5,016","3,428","6,066","3,149","6,862","4,140","5,821","3,511","4,015","4,269","3,111","5,695","1,880","3,834","1,399","2,125",739,"2,190",184,"2,145",1,845,0,0,0,0,0,0
20-Oct,5호선,385,방화,9,0,"4,555",3,"9,592","3,316","25,240","4,464","22,425","13,218","12,103","6,805","9,596","5,471","9,133","5,691","9,803","6,942","9,568","7,515","8,864","7,645","9,002","8,819","11,391","9,935","10,322","11,881","10,185","18,690","4,917","18,863","3,390","11,116","2,997","9,766","2,108","8,884",618,"5,677",2,"1,146",0,2,0,2,0,0
20-Oct,5호선,386,개화산,2,0,"3,495",314,"6,009","4,421","18,022","4,956","16,595","10,150","8,722","5,400","6,995","4,933","6,477","5,037","7,084","5,169","6,968","5,522","6,318","5,958","6,648","6,685","7,982","7,460","9,616","8,478","9,683","13,343","4,733","13,075","3,304","7,715","2,600","6,746","2,037","6,733",511,"4,063",9,754,1,1,0,2,0,0
20-Oct,5호선,387,김포공항,2,0,305,"1,686","1,514","7,606","4,280","12,248","5,513","15,540","6,726","11,890","6,722","11,831","9,044","12,739","9,030","13,909","11,128","16,013","13,363","14,622","15,797","13,744","14,412","14,294","18,550","15,360","24,139","14,265","16,416","8,611","14,143","4,114","13,828","2,120","10,536","1,246","1,446",906,18,125,0,0,0,1,0,0
20-Oct,5호선,388,송정,31,0,"3,885","1,215","7,505","4,046","18,403","6,720","19,745","12,513","13,045","8,150","10,066","6,806","9,413","6,950","9,315","7,576","9,400","7,901","8,871","8,393","9,011","9,404","10,029","10,489","12,511","12,768","13,621","17,690","7,181","14,961","5,428","9,506","4,731","8,177","3,634","7,703","1,489","4,877",23,519,3,7,0,1,0,0
20-Oct,5호선,389,마곡,3,1,"1,741","1,482","5,789","4,304","19,191","9,157","18,824","33,955","10,511","21,596","8,562","10,053","8,803","7,816","8,469","8,499","9,256","10,098","10,205","9,020","11,568","9,034","15,980","10,231","20,414","11,485","29,022","17,590","12,444","15,208","8,326","7,959","6,654","6,469","4,786","6,886","1,811","4,132",19,519,0,3,0,1,0,0
20-Oct,5호선,390,발산,0,0,"3,124","2,299","8,155","13,227","22,813","29,048","24,742","88,260","15,127","47,851","14,380","23,268","17,210","22,489","20,073","23,665","22,019","25,165","24,622","23,094","29,328","21,727","36,022","22,884","52,368","27,617","69,364","41,000","33,585","32,304","24,773","16,041","25,093","12,938","20,450","10,741","6,868","6,197",34,914,6,2,0,0,0,0
20-Oct,5호선,391,우장산,5,0,"5,432",760,"17,417","4,317","48,798","14,687","50,624","21,609","26,144","13,661","20,247","11,408","19,720","12,018","20,632","13,701","19,685","15,867","17,938","17,260","20,652","19,583","21,327","22,782","20,200","27,841","18,510","47,460","10,472","38,602","8,066","22,061","6,808","18,926","5,546","18,670","1,571","11,546",7,783,2,7,0,0,0,0
20-Oct,5호선,392,화곡,75,0,"20,207","1,400","34,306","9,001","102,161","13,044","130,839","25,865","61,847","22,015","39,069","16,679","35,466","17,578","36,692","20,766","34,726","23,873","29,800","26,541","28,978","32,929","31,418","42,124","34,567","57,897","35,455","104,065","21,660","86,462","15,229","51,894","12,951","42,820","10,403","40,557","3,518","25,395",21,"1,539",3,25,0,0,0,0
20-Oct,5호선,393,까치산,117,0,"23,041","1,405","37,783","8,480","113,241","10,642","140,615","20,930","69,322","17,050","41,818","16,787","36,946","19,313","38,389","23,044","36,728","25,668","31,422","29,241","28,734","38,531","30,611","48,376","30,898","63,771","30,583","111,310","19,509","93,893","14,964","58,978","12,654","51,182","10,012","44,328","4,337","28,024",37,"1,858",5,17,0,2,0,0
20-Oct,5호선,394,신정(은행정),55,0,"10,478",742,"20,341","3,803","60,268","6,911","74,310","12,604","33,328","7,806","17,870","6,544","15,373","7,213","15,619","8,522","14,950","9,547","12,418","11,060","11,781","14,514","12,729","17,660","14,034","24,330","14,919","42,809","7,791","33,965","5,738","20,301","4,384","19,612","4,063","17,437","1,249","11,630",3,262,1,7,0,0,0,0
20-Oct,5호선,395,목동,3,0,"7,625","1,245","17,996","5,736","53,972","12,909","65,803","26,176","31,186","19,909","21,371","14,762","20,433","13,510","20,747","15,531","21,031","18,539","19,736","19,169","19,296","22,443","20,544","28,768","24,585","41,312","27,703","73,034","15,470","54,050","12,671","30,483","11,886","25,464","14,491","23,308","4,048","13,936",10,403,1,6,0,0,0,0
20-Oct,5호선,396,오목교(목동운동장앞),5,0,"4,147","1,623","12,659","7,755","43,580","26,087","50,004","69,818","25,851","53,264","19,548","29,069","21,691","27,122","24,712","28,161","27,146","31,125","27,144","30,473","30,053","30,830","35,303","35,637","45,035","47,311","66,626","71,670","36,060","49,186","36,728","24,287","26,283","20,028","26,352","18,229","6,990","11,343",6,209,5,3,0,0,0,0
20-Oct,5호선,397,양평,5,0,"1,738",771,"5,568","3,477","19,806","7,796","22,351","34,521","9,561","14,019","6,406","5,565","6,068","4,750","6,730","4,760","6,973","5,637","6,275","5,358","7,212","6,564","7,567","7,243","12,994","10,177","29,378","19,051","9,231","14,127","5,202","7,391","4,064","7,173","3,061","6,717","1,205","4,169",3,84,1,3,0,0,0,0
20-Oct,5호선,398,영등포구청,0,0,916,471,"1,921","1,877","6,773","4,606","9,695","19,768","4,470","9,322","3,567","4,436","3,633","3,546","3,974","3,602","4,473","4,013","4,430","3,988","4,700","4,202","5,301","4,297","7,953","5,450","17,289","9,729","6,384","5,768","3,782","3,507","3,542","3,259","2,438","2,555",975,"1,920",4,8,3,5,0,0,0,0
20-Oct,5호선,399,영등포시장,2,0,"2,463",816,"4,709","4,839","16,017","11,188","22,843","31,740","10,461","18,075","8,128","11,963","8,836","11,375","10,170","11,812","11,272","14,509","11,235","13,073","13,604","11,781","16,274","11,844","20,582","14,117","30,012","22,926","13,621","14,573","9,083","8,910","7,574","7,549","5,948","6,808","2,034","4,392",5,76,1,4,0,0,0,0
20-Oct,5호선,400,신길,61,1,"1,417",455,"3,013","2,140","10,999","4,340","16,132","13,022","6,461","6,899","3,446","2,333","3,223","2,535","3,508","2,811","3,552","3,431","3,299","3,187","3,388","3,514","4,299","4,272","6,296","7,505","11,679","14,085","4,576","8,898","2,790","6,023","2,820","5,958","2,049","5,739","1,003","3,641",3,110,0,2,0,1,0,0
20-Oct,5호선,401,여의도,8,0,"1,851","2,123","3,428","20,436","7,910","112,688","11,927","185,327","9,780","63,738","9,799","22,494","14,554","20,737","14,444","19,381","17,688","21,125","20,353","17,333","26,004","16,122","33,839","15,761","99,899","20,050","146,986","27,342","52,128","14,160","35,347","7,505","33,752","6,486","22,079","5,638","6,222","3,439",16,"2,670",3,5,0,3,0,0
20-Oct,5호선,402,여의나루,2,0,872,"1,154","2,065","9,563","4,462","27,498","6,764","52,757","4,235","13,541","3,922","6,443","4,498","7,033","5,538","8,566","6,106","11,636","7,646","12,916","11,343","13,484","16,797","13,660","34,801","13,786","49,948","14,498","22,809","10,120","16,503","6,373","15,057","4,184","10,509","2,975","3,426","1,621",11,404,2,2,0,0,0,0
20-Oct,5호선,403,마포,21,1,"2,201","1,350","6,784","8,479","21,284","20,814","29,588","62,684","15,120","33,190","11,800","15,131","12,259","13,466","12,854","12,541","15,027","13,405","14,462","12,705","15,060","13,004","18,980","15,458","28,135","21,672","51,042","36,722","21,102","23,202","15,529","12,296","16,735","9,583","12,745","9,049","4,532","5,718",22,851,1,3,0,0,0,0
20-Oct,5호선,404,공덕,8,1,"1,716",752,"4,671","5,781","17,875","26,777","24,566","72,246","12,444","39,049","9,777","14,530","11,653","12,684","13,201","12,613","14,634","13,431","14,425","12,467","15,362","12,888","19,499","14,650","33,663","22,415","61,544","39,306","24,237","21,349","17,311","10,573","17,381","9,129","13,202","7,911","5,333","5,397",34,417,1,4,0,1,0,0
20-Oct,5호선,405,애오개,13,0,"1,894",541,"4,374","3,215","15,736","8,053","21,809","26,572","10,473","11,096","7,332","6,265","7,415","5,293","7,483","6,005","7,866","6,816","7,785","6,813","8,819","7,662","8,712","8,249","11,928","10,859","21,812","18,447","7,530","12,339","5,209","7,327","4,161","7,101","3,479","6,443","1,059","3,980",4,"1,745",2,5,0,0,0,0
20-Oct,5호선,406,충정로(경기대입구),15,0,916,220,"1,991","1,238","5,618","7,921","7,540","29,781","4,386","16,378","3,509","4,310","3,658","3,386","4,284","3,262","4,549","4,119","5,030","3,590","5,102","3,696","5,796","3,808","11,973","5,173","27,047","7,624","7,800","5,287","4,643","3,559","4,056","3,518","2,835","3,217",956,"2,183",6,168,0,2,0,0,0,0
20-Oct,5호선,407,서대문,9,0,"2,525","1,125","5,176","13,370","15,011","49,058","19,552","126,305","13,974","38,811","13,478","18,065","15,432","14,688","16,086","14,782","15,440","18,133","18,524","14,835","22,125","13,046","29,845","12,363","46,448","16,104","92,105","21,130","27,648","13,064","19,276","8,294","17,511","7,599","11,852","6,607","3,953","4,189",14,389,0,4,0,0,0,0
20-Oct,5호선,408,광화문(세종문화회관),3,0,776,722,"2,807","21,264","7,500","73,119","12,044","236,957","10,520","99,674","10,550","36,384","15,685","34,439","18,732","30,401","25,070","33,593","29,774","29,307","36,702","24,954","48,244","23,847","92,925","27,584","185,699","34,438","71,830","17,972","49,127","7,583","52,259","5,673","31,248","4,014","9,647","2,797",15,230,1,2,0,0,0,0
20-Oct,5호선,409,종로3가,25,0,"1,153",498,"1,878","4,920","3,101","13,182","3,511","35,298","3,486","29,974","4,819","23,175","7,868","24,857","11,773","25,257","14,671","26,604","17,954","23,808","21,812","20,828","27,284","20,265","36,305","20,735","51,789","25,313","30,014","14,223","25,315","6,767","27,764","4,796","23,377","3,697","9,363","2,687",29,383,17,7,0,0,0,0
20-Oct,5호선,410,을지로4가,2,1,307,335,486,"4,993","1,042","14,176","1,566","38,787","2,033","18,500","2,885","10,537","4,318","9,062","4,960","8,017","6,177","7,819","7,836","7,471","9,270","6,174","10,761","4,872","20,088","4,363","31,153","4,251","14,984","2,181","8,076","1,088","6,528","1,027","4,462",580,"1,777",394,5,43,0,1,0,0,0,0
20-Oct,5호선,411,동대문역사문화공원(DDP),0,0,190,239,544,"2,030",739,"7,618","1,342","26,666","1,049","10,561","1,125","3,437","1,424","2,359","1,378","2,272","1,548","2,365","2,103","2,259","2,424","2,025","3,006","1,879","8,609","2,135","18,093","2,181","7,529","1,323","3,692",754,"2,953",816,"2,215",669,680,462,3,49,0,0,0,0,0,0
20-Oct,5호선,412,청구,2,1,"1,326",281,"2,691","1,701","6,286","3,788","9,566","13,874","6,078","7,141","4,436","3,786","4,539","3,465","4,961","3,689","5,064","3,939","4,819","3,988","4,946","4,312","5,966","4,914","7,607","6,613","12,138","9,717","7,625","6,865","4,657","4,213","3,849","3,932","2,837","4,021","1,083","2,709",2,128,0,2,0,0,0,0
20-Oct,5호선,413,신금호,12,0,"2,730",349,"6,124","2,626","18,693","8,540","24,764","11,647","13,083","6,167","8,423","4,896","7,314","5,168","7,830","6,008","7,866","6,532","6,822","6,940","7,792","8,543","9,667","10,180","8,741","14,038","9,966","22,307","6,215","15,846","4,512","9,290","3,318","8,323","2,508","7,367",972,"5,150",8,405,0,1,0,0,0,0
20-Oct,5호선,414,행당,9,0,"3,559",715,"9,761","2,626","28,298","4,816","39,244","8,838","18,688","5,642","11,805","5,008","10,534","5,379","10,472","6,865","10,281","7,614","8,690","8,112","9,304","9,749","8,808","12,354","9,373","17,132","9,872","28,585","6,046","20,103","4,683","11,407","3,801","10,805","3,338","10,106","1,037","5,706",11,388,0,3,1,2,0,0
20-Oct,5호선,415,왕십리(성동구청),12,0,"1,771",390,"2,147","2,043","5,177","4,614","8,059","17,085","4,591","7,276","3,865","5,696","4,554","5,479","5,100","5,909","5,582","6,764","5,693","6,983","6,493","6,981","7,492","8,099","9,428","9,894","13,776","14,758","7,903","9,207","6,727","4,754","6,614","4,308","5,832","3,914","2,711","2,819",31,"1,272",3,4,0,3,0,0
20-Oct,5호선,416,마장,1,1,"2,381",610,"5,061","3,269","13,704","6,289","19,241","14,454","10,215","6,520","7,163","5,223","6,950","5,620","7,301","5,763","6,924","6,092","6,987","5,622","6,930","6,626","8,090","7,693","9,476","9,860","11,497","15,044","6,449","10,722","4,319","7,029","3,643","5,861","3,180","5,641","1,133","3,195",26,352,0,4,0,1,0,0
20-Oct,5호선,417,답십리,9,0,"8,408","1,165","16,247","7,173","50,525","13,246","68,517","31,520","30,874","15,649","18,214","11,395","16,719","11,617","17,777","12,805","17,931","14,574","16,366","14,956","17,023","17,477","19,387","21,108","24,214","29,388","30,367","52,237","16,201","37,891","10,768","20,972","9,076","18,821","6,507","17,532","2,495","11,053",39,"1,192",0,12,0,0,0,0
20-Oct,5호선,418,장한평,15,1,"6,226","1,009","15,329","10,613","44,927","19,512","60,518","59,334","31,018","27,120","19,222","15,677","16,974","13,932","18,956","15,001","19,178","16,262","18,769","16,275","20,294","18,102","24,386","22,923","32,923","31,039","49,648","53,751","23,771","40,124","13,430","23,861","11,642","19,769","9,092","17,715","3,303","9,639",33,"1,593",2,8,0,0,0,0
20-Oct,5호선,419,군자(능동),58,0,"7,354",787,"10,227","5,147","29,602","6,815","43,162","19,968","19,118","13,599","11,575","9,163","11,350","9,213","12,324","10,949","12,700","12,276","11,890","12,964","12,095","15,113","13,645","18,070","17,005","27,702","20,731","45,495","13,263","32,752","10,360","18,933","10,374","15,919","9,091","15,404","3,755","10,613",10,"5,236",2,7,0,10,0,0
20-Oct,5호선,420,아차산(어린이대공원후문),1,0,"7,731","1,549","14,350","5,474","38,707","11,007","54,366","21,803","27,652","19,524","18,415","21,121","17,208","18,795","19,823","18,643","21,626","19,661","23,204","19,182","23,938","20,966","26,280","23,705","26,615","30,439","24,844","46,924","15,194","37,206","10,544","21,764","9,849","17,896","7,403","16,559","2,338","10,683",9,602,3,5,0,0,0,0
20-Oct,5호선,421,광나루(장신대),4,0,"4,754","1,666","13,585","7,754","33,676","14,017","41,251","27,209","24,456","18,325","16,326","18,071","15,595","14,450","16,835","14,227","18,474","14,363","18,330","14,401","18,931","15,278","24,104","18,419","23,769","22,764","28,411","33,937","14,362","25,277","9,426","16,598","9,127","14,112","7,062","13,011","2,046","8,534",8,272,0,11,0,0,0,0
20-Oct,5호선,422,천호(풍납토성),70,0,"6,624","1,369","10,391","12,273","24,818","17,430","29,965","33,187","19,737","33,388","18,751","23,098","21,436","24,513","24,879","25,359","25,860","27,839","26,950","28,525","31,548","29,334","35,676","32,446","41,242","39,982","48,021","53,674","33,652","38,821","32,531","22,168","23,647","18,572","19,495","15,604","7,866","10,499",36,934,3,6,0,0,0,0
20-Oct,5호선,423,강동,65,1,"10,919","1,222","19,395","11,034","52,500","25,821","65,172","44,565","35,042","24,541","24,280","15,919","22,214","15,196","23,171","16,586","22,896","19,654","22,462","19,327","22,762","21,654","25,644","24,705","37,182","32,611","44,496","49,243","21,518","41,152","13,914","24,981","11,011","22,740","8,809","21,454","3,023","16,212",21,"2,066",2,20,0,0,0,0
20-Oct,5호선,424,길동,7,0,"4,411",545,"7,788","3,098","19,977","5,446","25,048","15,929","12,797","10,255","10,099","7,863","9,984","8,183","10,668","8,659","10,640","9,267","9,673","10,310","9,924","11,777","11,010","14,166","12,645","15,986","15,356","24,549","7,928","20,094","5,535","11,489","5,340","9,359","3,680","7,604","1,311","5,319",16,791,2,3,0,0,0,0
20-Oct,5호선,425,굽은다리(강동구민회관앞),0,0,"6,156",530,"11,366","2,742","32,998","5,610","34,682","12,168","18,687","8,033","12,876","6,993","12,031","7,253","12,218","8,650","12,281","9,542","10,988","10,020","10,765","12,226","11,516","14,814","12,875","18,685","13,894","30,388","7,666","25,368","5,781","14,291","5,502","14,385","4,138","11,017",997,"8,093",23,"1,320",0,3,0,0,0,0
20-Oct,5호선,426,명일,0,0,"4,127",646,"10,887","2,628","33,467","5,792","30,523","9,687","15,246","7,697","12,410","6,845","11,637","7,129","11,587","7,857","10,710","8,882","10,470","9,638","9,640","12,159","11,023","14,255","11,128","18,359","10,870","31,613","6,164","28,274","4,512","13,385","4,567","12,598","2,887","10,010","1,108","7,396",36,"1,152",5,4,0,1,0,0
20-Oct,5호선,427,고덕,8,0,"3,203","1,259","10,254","5,164","27,291","12,394","24,783","15,128","13,400","9,290","11,698","8,327","11,647","8,243","11,998","8,814","11,236","10,589","11,599","10,597","12,616","11,271","17,480","12,506","16,077","15,848","13,493","23,014","7,153","24,287","5,743","11,764","5,470","10,903","5,455","8,807","1,539","6,170",44,978,0,2,0,3,0,0
20-Oct,5호선,428,상일동,13,0,"7,804",944,"28,017","6,503","79,204","11,131","59,312","16,613","28,553","8,275","20,478","7,079","18,642","8,623","18,534","10,260","17,666","11,841","15,380","12,900","15,494","16,046","18,048","19,873","20,580","28,816","18,685","45,994","9,209","50,107","6,648","27,179","4,915","20,262","3,161","22,653","1,144","14,732",75,"2,422",2,8,0,2,0,0
20-Oct,5호선,429,둔촌동,3,0,"3,580",579,"7,876","5,085","20,882","9,581","24,954","17,712","12,616","10,303","10,039","8,086","9,651","8,192","10,680","9,211","10,732","9,751","10,317","10,102","10,958","11,630","12,773","13,511","15,671","17,841","18,387","26,003","9,986","18,970","7,129","10,333","6,727","8,803","4,801","7,728","1,605","5,059",4,56,0,1,0,0,0,0
20-Oct,5호선,430,올림픽공원(한국체대),2,0,899,854,"4,617","3,993","10,735","6,437","10,575","8,458","6,591","5,024","5,264","4,493","5,271","4,750","5,293","5,524","5,873","5,996","6,204","6,230","7,735","6,036","9,287","6,514","10,590","6,510","10,413","8,238","5,098","6,994","3,271","4,394","2,256","3,302","1,886","3,731",510,"2,212",3,211,0,3,0,0,0,0
20-Oct,5호선,431,방이,1,0,"1,916",741,"6,664","3,602","17,075","6,770","15,991","22,241","9,107","11,099","7,404","7,075","7,667","6,539","8,401","7,950","8,334","9,617","8,063","9,072","9,251","9,693","10,292","12,236","12,412","15,023","18,476","19,591","9,709","14,717","7,530","8,768","8,704","6,026","8,722","6,462","1,626","3,522",2,584,2,4,0,0,0,0
20-Oct,5호선,432,오금,0,0,"1,115",321,"2,387","2,317","8,181","8,062","8,198","18,255","4,932","6,187","4,073","3,629","4,347","2,857","4,935","3,331","4,588","3,445","4,666","3,426","5,257","3,673","6,590","4,666","8,957","5,597","13,365","7,223","4,378","6,026","3,411","3,624","2,704","3,074","1,985","3,231",625,"2,374",3,357,0,2,0,0,0,0
20-Oct,5호선,433,개롱,0,0,"3,226",902,"7,092","3,093","22,859","6,588","18,244","14,894","11,171","7,730","8,465","5,507","8,465","5,396","8,600","6,079","8,791","6,885","7,659","7,472","7,909","9,140","9,160","11,377","12,033","13,442","12,551","17,731","5,796","18,872","4,287","9,394","3,890","8,907","2,488","8,294",748,"5,530",5,826,2,9,0,0,0,0
20-Oct,5호선,434,거여,0,0,"4,282",562,"9,498","8,575","30,234","7,197","26,547","15,677","14,271","7,953","10,274","5,447","9,116","5,768","9,326","6,530","9,152","7,203","8,969","7,943","9,511","9,998","12,446","12,144","15,130","15,238","13,553","21,009","5,751","21,075","4,404","10,665","4,048","9,937","2,594","9,043",785,"5,881",7,973,3,9,0,0,0,0
20-Oct,5호선,435,마천,15,0,"5,468",274,"8,751","4,051","22,698","3,922","21,998","9,852","10,559","7,098","8,105","6,501","7,063","5,511","7,663","5,860","7,620","5,997","7,289","6,437","7,024","8,719","8,654","9,763","9,091","11,938","8,196","16,532","3,933","16,491","2,935","9,121","2,170","8,202","1,173","7,276",339,"5,536",2,969,0,3,0,0,0,0
